nt_date,nt_fund_code,nt_description,nt_currency,nt_gti_code,nt_exchange_name,nt_country_name,nt_bloomberg_code,nt_bloomberg_id,nt_quantity,nt_price
2/22/2024,NGT6144,FERGUSON PLC,USD,S01,,GREAT-BRITAIN,,BBG00P5M4V43,7206,605.43
2/22/2024,NGT6144,FOX CORP - CLASS A,USD,S01,,UNITED-STATES (U.S.A.),,BBG00JHNJWT7,23877,89.85
2/22/2024,NGT6144,SUMITOMO MITSUI FINANCIAL GR,JPY,S01,,JAPAN,,BBG000PJ4F75,49200,24003
2/22/2024,NGT6144,MOODYS CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000F86JD3,78408,2.55
2/22/2024,NGT6144,SEIKO EPSON CORP,JPY,S01,,JAPAN,,BBG000PRVGV8,44700,7284
2/22/2024,NGT6144,ROBERT HALF INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BS5GM0,84486,1.59
2/22/2024,NGT6144,ELECTRONIC ARTS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BP0WH2,15810,423.51
2/22/2024,NGT6144,SOFTBANK CORP,JPY,S01,,JAPAN,,BBG00MJLX9M4,135600,5919
2/22/2024,NGT6144,ORKLA ASA,NOK,S01,,NORWAY,,BBG000BDCCC5,61458,227.52
2/22/2024,NGT6144,WW GRAINGER INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BKR342,3129,2823.12
2/22/2024,NGT6144,STEEL DYNAMICS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000HH03N1,8490,366.15
2/22/2024,NGT6144,UNITED UTILITIES GROUP PLC,GBP,S01,,GREAT-BRITAIN,,BBG000BBFLV5,101151,31.56
2/22/2024,NGT6144,FORTIVE CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG00BLVZ282,55227,253.23
2/22/2024,NGT6144,FISERV INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BJL0P4,26385,442.92
2/22/2024,NGT6144,GRACO INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BK9XD6,37224,266.01
2/22/2024,NGT6144,BECTON DICKINSON AND CO,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BD00Y0,20232,735.96
2/22/2024,NGT6144,IBIDEN CO LTD,JPY,S01,,JAPAN,,BBG000BG1XQ9,24600,22077
2/22/2024,NGT6144,WATERS CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000FQRY65,9891,988.56
2/22/2024,NGT6144,MTR CORP,HKD,S01,,HONG KONG,,BBG000MKLJD1,316500,79.65
2/22/2024,NGT6144,TEMENOS AG - REG,CHF,S01,,SWITZERLAND,,BBG000DDXJG1,6354,184.26
2/22/2024,NGT6144,NORTHERN STAR RESOURCES LTD,AUD,S01,,AUSTRALIA,,BBG000C82PJ0,48645,39.51
2/22/2024,NGT6144,CROWN CASTLE INC,USD,S62,,UNITED-STATES (U.S.A.),,BBG000FV22P0,24603,323.07
2/22/2024,NGT6144,WORKDAY INC-CLASS A,USD,S01,,UNITED-STATES (U.S.A.),,BBG003BW0FC3,14919,896.88
2/22/2024,NGT6144,MONCLER SPA,EUR,S01,,ITALY,,BBG001MCDSD6,21891,188.76
2/22/2024,NGT6144,ESSITY AKTIEBOLAG-B,SEK,S01,,SWEDEN,,BBG00GV10DH0,17283,730.8
2/22/2024,NGT6144,PNC FINANCIAL SERVICES GROUP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BRD2F2,173937,4.65
2/22/2024,NGT6144,GENERAL MILLS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BKCHJ1,54081,196.83
2/22/2024,NGT6144,GIVAUDAN-REG,CHF,S01,,SWITZERLAND,,BBG00HCYH960,561,11193
2/22/2024,NGT6144,STERIS PLC,USD,S01,,IRELAND,,BBG00MS1B700,97389,1.56
2/22/2024,NGT6144,EXELON CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000J6Y864,92142,108.63
2/22/2024,NGT6144,FRANKLIN RESOURCES INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BD0WB5,55413,81.18
2/22/2024,NGT6144,STATE STREET CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BKFCH1,23358,216.45
2/22/2024,NGT6144,ROBERT HALF INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BS5GM0,73041,1.59
2/22/2024,NGT6144,SWEDISH ORPHAN BIOVITRUM AB,SEK,S01,,SWEDEN,,BBG000C3YBT6,8181,794.4
2/22/2024,NGT6144,GENERAL MILLS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BKCHJ1,54081,196.83
2/22/2024,NGT6144,ASSICURAZIONI GENERALI,EUR,S01,,ITALY,,BBG000BC1V91,7479,63.57
2/22/2024,NGT6144,BT GROUP PLC,GBP,S01,,GREAT-BRITAIN,,BBG000C05R82,362496,3.258
2/22/2024,NGT6144,IQVIA HOLDINGS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG0044K3GK1,17358,711.84
2/22/2024,NGT6144,SYSMEX CORP,JPY,S01,,JAPAN,,BBG000C2SFJ7,16500,23670
2/22/2024,NGT6144,TELE2 AB-B SHS,SEK,S01,,SWEDEN,,BBG000ND1YG2,36600,250.26
2/22/2024,NGT6144,GPT GROUP,AUD,S62,,AUSTRALIA,,BBG000BBTGL2,346059,13.17
2/22/2024,NGT6144,CORP ACCIONA ENERGIAS RENOVA,EUR,S01,,SPAIN,,BBG003QR20L9,13419,61.8
2/22/2024,NGT6144,COLES GROUP LTD,AUD,S01,,AUSTRALIA,,BBG00MK2SRN9,86994,46.05
2/22/2024,NGT6144,WELLTOWER INC,USD,S62,,UNITED-STATES (U.S.A.),,BBG000BKY3S8,36480,282.75
2/22/2024,NGT6144,PRUDENTIAL FINANCIAL INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000HCJQY9,44403,322.98
2/22/2024,NGT6144,METTLER-TOLEDO INTERNATIONAL,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BZCP64,2763,3581.67
2/22/2024,NGT6144,TRAVELERS COS INC/THE,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BJ82Q4,21414,658.44
2/22/2024,NGT6144,SCHNEIDER ELECTRIC SE,EUR,S01,,FRANCE,,BBG000BBWCH2,18162,607.5
2/22/2024,NGT6144,MOODYS CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000F86JD3,11355,1127.58
2/22/2024,NGT6144,ESSITY AKTIEBOLAG-B,SEK,S01,,SWEDEN,,BBG00GV10DH0,17283,730.8
2/22/2024,NGT6144,NITTO DENKO CORP,JPY,S01,,JAPAN,,BBG000BGP940,10500,41640
2/22/2024,NGT6144,UNITED RENTALS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BXMGQ6,5811,1934.67
2/22/2024,NGT6144,CARL ZEISS MEDITEC AG - BR,EUR,S01,,GERMANY,,BBG000C7X5F6,2193,330.75
2/22/2024,NGT6144,LAMB WESTON HOLDINGS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG00CZN9QJ7,15336,305.52
2/22/2024,NGT6144,TIS INC,JPY,S01,,JAPAN,,BBG000MYGXQ2,36000,10122
2/22/2024,NGT6144,FERGUSON PLC,USD,S01,,GREAT-BRITAIN,,BBG00P5M4V43,7206,605.43
2/22/2024,NGT6144,MONCLER SPA,EUR,S01,,ITALY,,BBG001MCDSD6,21891,188.76
2/22/2024,NGT6144,COCHLEAR LTD,AUD,S01,,AUSTRALIA,,BBG000FT0N80,7911,1023.21
2/22/2024,NGT6144,PNC FINANCIAL SERVICES GROUP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BRD2F2,-7836,446.76
2/22/2024,NGT6144,CUMMINS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BGPXY4,1161,789.57
2/22/2024,NGT6144,BIOGEN INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000C18861,6489,663.33
2/22/2024,NGT6144,NORTHERN TRUST CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BQ7GH8,23370,239.67
2/22/2024,NGT6144,TORONTO-DOMINION BANK,CAD,S01,,CANADA,,BBG000BCRN55,60384,240.96
2/22/2024,NGT6144,POSTE ITALIANE SPA,EUR,S01,,ITALY,,BBG009S5S6L1,56928,30.525
2/22/2024,NGT6144,LOGITECH INTERNATIONAL-REG,CHF,S01,,SWITZERLAND,,BBG003FBHSJ2,15900,229.26
2/22/2024,NGT6144,SAGE GROUP PLC/THE,GBP,S01,,GREAT-BRITAIN,,BBG000BN0PP3,176976,35.235
2/22/2024,NGT6144,UNICHARM CORP,JPY,S01,,JAPAN,,BBG000BDJHD6,39600,15690
2/22/2024,NGT6144,EUROFINS SCIENTIFIC,EUR,S01,,LUXEMBOURG,,BBG000BH7B07,12921,172.2
2/22/2024,NGT6144,REDEIA CORP SA,EUR,S01,,SPAIN,,BBG000C2V4T7,84525,45.075
2/22/2024,NGT6144,CRODA INTERNATIONAL PLC,GBP,S01,,GREAT-BRITAIN,,BBG000BDCLS8,12024,147.18
2/22/2024,NGT6144,MARTIN MARIETTA MATERIALS,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BGYPN3,8076,1608.9
2/22/2024,NGT6144,CAPITALAND INTEGRATED COMMER,SGD,S62,,SINGAPORE,,BBG000HR2RM5,1172700,5.85
2/22/2024,NGT6144,TRAVELERS COS INC/THE,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BJ82Q4,21414,658.44
2/22/2024,NGT6144,DHL GROUP,EUR,S01,,GERMANY,,BBG000LW3NX5,9060,129.3
2/22/2024,NGT6144,ALLEGION PLC,USD,S01,,IRELAND,,BBG004T9FH88,19335,393.33
2/22/2024,NGT6144,DASSAULT SYSTEMES SE,EUR,S01,,FRANCE,,BBG000GVXC37,34413,128.235
2/22/2024,NGT6144,COCA-COLA HBC AG-DI,GBP,S01,,SWITZERLAND,,BBG004HJRJ19,7605,75
2/22/2024,NGT6144,LEGAL & GENERAL GROUP PLC,GBP,S01,,GREAT-BRITAIN,,BBG000BDQCG6,119355,7.2
2/22/2024,NGT6144,ADIDAS AG,EUR,S01,,GERMANY,,BBG000FR1RP5,1413,544.32
2/22/2024,NGT6144,ALLEGION PLC,USD,S01,,IRELAND,,BBG004T9FH88,19335,393.33
2/22/2024,NGT6144,RAKUTEN GROUP INC,JPY,S01,,JAPAN,,BBG000CGWWJ4,171300,2301.9
2/22/2024,NGT6144,OMRON CORP,JPY,S01,,JAPAN,,BBG000BGJDG5,38100,17187
2/22/2024,NGT6144,LOGITECH INTERNATIONAL-REG,CHF,S01,,SWITZERLAND,,BBG003FBHSJ2,15900,229.26
2/22/2024,NGT6144,FORTIVE CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG00BLVZ282,326106,0.24
2/22/2024,NGT6144,STERIS PLC,USD,S01,,IRELAND,,BBG00MS1B700,83283,1.56
2/22/2024,NGT6144,PNC FINANCIAL SERVICES GROUP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BRD2F2,7836,446.76
2/22/2024,NGT6144,YAMAHA CORP,JPY,S01,,JAPAN,,BBG000BDFSD6,17700,9537
2/22/2024,NGT6144,TELE2 AB-B SHS,SEK,S01,,SWEDEN,,BBG000ND1YG2,36600,250.26
2/22/2024,NGT6144,WW GRAINGER INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BKR342,3129,2823.12
2/22/2024,NGT6144,T ROWE PRICE GROUP INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BVMYQ1,19530,327.99
2/22/2024,NGT6144,COMPUTERSHARE LTD,AUD,S01,,AUSTRALIA,,BBG000BKP1M8,30408,77.58
2/22/2024,NGT6144,COCHLEAR LTD,AUD,S01,,AUSTRALIA,,BBG000FT0N80,7911,1023.21
2/22/2024,NGT6144,STERIS PLC,USD,S01,,IRELAND,,BBG00MS1B700,14106,698.55
2/22/2024,NGT6144,AXON ENTERPRISE INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BHK5Z7,7308,791.19
2/22/2024,NGT6144,RIVIAN AUTOMOTIVE INC-A,USD,S01,,UNITED-STATES (U.S.A.),,BBG00741Y1N2,41346,46.17
2/22/2024,NGT6144,AUTODESK INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BM7TD3,18147,757.56
2/22/2024,NGT6144,PNC FINANCIAL SERVICES GROUP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BRD2F2,22716,439.71
2/22/2024,NGT6144,BIOGEN INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000C18861,6489,663.33
2/22/2024,NGT6144,WELLTOWER INC,USD,S62,,UNITED-STATES (U.S.A.),,BBG000BKY3S8,251910,1.83
2/22/2024,NGT6144,HOLOGIC INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000C3P591,34533,227.46
2/22/2024,NGT6144,BALL CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BDDPK6,5130,185.01
2/22/2024,NGT6144,GRACO INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BK9XD6,37224,266.01
2/22/2024,NGT6144,DANAHER CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BH3LR0,24144,751.95
2/22/2024,NGT6144,TRACTOR SUPPLY COMPANY,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BLY8F9,8685,706.14
2/22/2024,NGT6144,HILTON WORLDWIDE HOLDINGS IN,USD,S01,,UNITED-STATES (U.S.A.),,BBG0058KMJP2,127542,0.45
2/22/2024,NGT6144,PENTAIR PLC,USD,S01,,GREAT-BRITAIN,,BBG000C223L9,36372,223.89
2/22/2024,NGT6144,DECKERS OUTDOOR CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BKY175,2901,2584.98
2/22/2024,NGT6144,TIS INC,JPY,S01,,JAPAN,,BBG000MYGXQ2,36000,10122
2/22/2024,NGT6144,PNC FINANCIAL SERVICES GROUP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BRD2F2,7836,446.76
2/22/2024,NGT6144,BANK OF NEW YORK MELLON CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BD8QV8,63303,165.36
2/22/2024,NGT6144,WOLTERS KLUWER,EUR,S01,,NETHERLANDS,,BBG000BCHRW7,5031,436.95
2/22/2024,NGT6144,YAMAHA CORP,JPY,S01,,JAPAN,,BBG000BDFSD6,17700,9537
2/22/2024,NGT6144,ROCKWELL AUTOMATION INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BBCHL8,10611,823.89
2/22/2024,NGT6144,ABRDN PLC,GBP,S01,,GREAT-BRITAIN,,BBG000N2C023,78942,4.9095
2/22/2024,NGT6144,ACCIONA SA,EUR,S01,,SPAIN,,BBG000BMJFV0,2421,323.7
2/22/2024,NGT6144,EUROFINS SCIENTIFIC,EUR,S01,,LUXEMBOURG,,BBG000BH7B07,12921,172.2
2/22/2024,NGT6144,ROBERT HALF INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BS5GM0,11445,240
2/22/2024,NGT6144,DAVITA INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000MQ1VX1,8025,362.67
2/22/2024,NGT6144,FORTIVE CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG00BLVZ282,55227,253.23
2/22/2024,NGT6144,TORONTO-DOMINION BANK,CAD,S01,,CANADA,,BBG000BCRN55,60384,240.96
2/22/2024,NGT6144,COOPER COS INC/THE,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BG3445,34884,294.24
2/22/2024,NGT6144,AMADEUS IT GROUP SA,EUR,S01,,SPAIN,,BBG000QSDZF1,12624,183.9
2/22/2024,NGT6144,RB GLOBAL INC,CAD,S01,,CANADA,,BBG000G0LP57,8370,270.09
2/22/2024,NGT6144,CENTENE CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BDXFR9,17508,237.51
2/22/2024,NGT6144,NITTO DENKO CORP,JPY,S01,,JAPAN,,BBG000BGP940,10500,41640
2/22/2024,NGT6144,ELISA OYJ,EUR,S01,,FINLAND,,BBG000F092P1,8007,127.95
2/22/2024,NGT6144,TRANE TECHNOLOGIES PLC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BM6966,11688,829.71
2/22/2024,NGT6144,CAPITALAND INVESTMENT LTD/SI,SGD,S01,,SINGAPORE,,BBG01231SS06,573300,8.61
2/22/2024,NGT6144,QUANTA SERVICES INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BBLBH6,9627,633.66
2/22/2024,NGT6144,CUMMINS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BGPXY4,6360,5.04
2/22/2024,NGT6144,KELLANOVA,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BMKH35,51390,169.35
2/22/2024,NGT6144,EXELON CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000J6Y864,92142,108.63
2/22/2024,NGT6144,PROGRESSIVE CORP,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BR39M0,21603,570.75
2/22/2024,NGT6144,INGERSOLL-RAND INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG00GK8PMC5,57888,266.82
2/22/2024,NGT6144,HUNT (JB) TRANSPRT SVCS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BMDQK4,10440,609.54
2/22/2024,NGT6144,AXON ENTERPRISE INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BHK5Z7,7308,791.19
2/22/2024,NGT6144,ASSICURAZIONI GENERALI,EUR,S01,,ITALY,,BBG000BC1V91,7479,63.57
2/22/2024,NGT6144,DEXUS/AU,AUD,S62,,AUSTRALIA,,BBG011KHG491,187734,22.41
2/22/2024,NGT6144,WELLTOWER INC,USD,S62,,UNITED-STATES (U.S.A.),,BBG000BKY3S8,215430,1.83
2/22/2024,NGT6144,AUTODESK INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BM7TD3,18147,757.56
2/22/2024,NGT6144,PPG INDUSTRIES INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BRJ952,18705,427.95
2/22/2024,NGT6144,LAMB WESTON HOLDINGS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG00CZN9QJ7,15336,305.52
2/22/2024,NGT6144,QUANTA SERVICES INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BBLBH6,9627,633.66
2/22/2024,NGT6144,DSM-FIRMENICH AG,EUR,S01,,SWITZERLAND,,BBG01F6K3S63,6588,304.62
2/22/2024,NGT6144,ROBERT HALF INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BS5GM0,84486,1.59
2/22/2024,NGT6144,BROTHER INDUSTRIES LTD,JPY,S01,,JAPAN,,BBG000BLR8N8,19800,7546.5
2/22/2024,NGT6144,HENKEL AG & CO KGAA VOR-PREF,EUR,S09,,GERMANY,,BBG000BC3BJ2,8019,213.78
2/22/2024,NGT6144,BOOKING HOLDINGS INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BLC4L5,864,11223.39
2/22/2024,NGT6144,ADP,EUR,S01,,FRANCE,,BBG000H292Q4,4212,389.4
2/22/2024,NGT6144,AGNICO EAGLE MINES LTD,CAD,S01,,CANADA,,BBG000CZ8QM8,48924,197.55
2/22/2024,NGT6144,SVENSKA CELLULOSA AB SCA-B,SEK,S01,,SWEDEN,,BBG000BCCG29,42051,428.7
2/22/2024,NGT6144,VAT GROUP AG,CHF,S01,,SWITZERLAND,,BBG00CMBNV19,2565,1293
2/22/2024,NGT6144,SWIRE PACIFIC LTD - CL A,HKD,S01,,HONG KONG,,BBG000BF0315,87000,190.2
2/22/2024,NGT6144,FUJITSU LIMITED,JPY,S01,,JAPAN,,BBG000BGJXV4,9000,67800
2/22/2024,NGT6144,UCB SA,EUR,S01,,BELGIUM,,BBG000BD8CR4,16452,282.6
2/22/2024,NGT6144,ROBERT HALF INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BS5GM0,11445,240
2/22/2024,NGT6144,KIKKOMAN CORP,JPY,S01,,JAPAN,,BBG000BJ8B93,14700,27729
2/22/2024,NGT6144,T ROWE PRICE GROUP INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BVMYQ1,19530,327.99
2/22/2024,NGT6144,AZBIL CORP,JPY,S01,,JAPAN,,BBG000BDD2G2,23700,13383
2/22/2024,NGT6144,HELLOFRESH SE,EUR,S01,,GERMANY,,BBG00B9SRSF7,17346,36.285
2/22/2024,NGT6144,ORIENTAL LAND CO LTD,JPY,S01,,JAPAN,,BBG000HPZ220,33300,16155
2/22/2024,NGT6144,JM SMUCKER CO/THE,USD,S53,,UNITED-STATES (U.S.A.),,BBG000BT1984,18285,378.24
2/22/2024,NGT6144,ILLINOIS TOOL WORKS,USD,S01,,UNITED-STATES (U.S.A.),,BBG000BMBNV1,21873,774.15
2/22/2024,NGT6144,ADIDAS AG,EUR,S01,,GERMANY,,BBG000FR1RP5,1413,544.32
2/22/2024,NGT6144,ASML HOLDING NV,EUR,S01,,NETHERLANDS,,BBG000C1HT47,11799,2502
2/22/2024,NGT6144,FANUC CORP,JPY,S01,,JAPAN,,BBG000BM3VX0,46500,12660
2/22/2024,NGT6144,LIBERTY GLOBAL LTD-C,USD,S01,,BERMUDA ISLANDS,,BBG01K9KJ3B1,46461,55.83
2/22/2024,NGT6144,HANG LUNG PROPERTIES LTD,HKD,S01,,HONG KONG,,BBG000BDTCX4,369000,26.01
2/22/2024,NGT6144,MOWI ASA,NOK,S01,,NORWAY,,BBG000JDLY02,49746,609
2/22/2024,NGT6144,KDDI CORP,JPY,S01,,JAPAN,,BBG000BJ7JQ8,52500,13932
2/22/2024,NGT6144,KNIGHT-SWIFT TRANSPORTATION,USD,S01,,UNITED-STATES (U.S.A.),,BBG001BD46F2,25095,173.01
2/22/2024,NGT6144,RENESAS ELECTRONICS CORP,JPY,S01,,JAPAN,,BBG000MHQMZ2,162300,7287
2/22/2024,NGT6144,SUN LIFE FINANCIAL INC,CAD,S01,,CANADA,,BBG000LS69L5,15525,217.59
2/22/2024,NGT6144,FOX CORP - CLASS B,USD,S01,,UNITED-STATES (U.S.A.),,BBG00JHNKKJ2,28806,82.38
2/22/2024,NGT6144,DAYFORCE INC,USD,S01,,UNITED-STATES (U.S.A.),,BBG00KG0HRN4,17835,209.73
2/22/2024,NGT6144,HILTON WORLDWIDE HOLDINGS IN,USD,S01,,UNITED-STATES (U.S.A.),,BBG0058KMJP2,149142,0.45
